timestamp,trade_price,trade_size,bar_open,bar_high,bar_low,bar_close,volume,quote_bid_price,quote_ask_price
2024-09-03T08:00:00.063119954Z,214.99,2.0,,,,,,,
2024-09-03T08:00:00.063123008Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.06312859Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.063135584Z,214.99,5.0,,,,,,,
2024-09-03T08:00:00.063135983Z,215.0,3.0,,,,,,,
2024-09-03T08:00:00.0631398Z,215.0,2.0,,,,,,,
2024-09-03T08:00:00.063140005Z,215.0,64.0,,,,,,,
2024-09-03T08:00:00.063148346Z,215.0,10.0,,,,,,,
2024-09-03T08:00:00.063148483Z,215.0,1.0,,,,,,,
2024-09-03T08:00:00.063150724Z,215.0,2.0,,,,,,,
2024-09-03T08:00:00.063154048Z,215.0,30.0,,,,,,,
2024-09-03T08:00:00.063165968Z,215.0,6.0,,,,,,,
2024-09-03T08:00:00.063193032Z,215.0,8.0,,,,,,,
2024-09-03T08:00:00.063195605Z,215.0,2.0,,,,,,,
2024-09-03T08:00:00.088728928Z,,,,,,,,214.63,215.0
2024-09-03T08:00:00.097901929Z,,,,,,,,214.95,215.0
2024-09-03T08:00:00.364341245Z,214.95,1.0,,,,,,,
2024-09-03T08:00:00.365295948Z,214.95,1.0,,,,,,,
2024-09-03T08:00:00.366269347Z,214.95,8.0,,,,,,,
2024-09-03T08:00:00.411329073Z,214.95,4.0,,,,,,,
2024-09-03T08:00:00.42246373Z,214.95,1.0,,,,,,,
2024-09-03T08:00:00.422569134Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.422848158Z,214.95,4.0,,,,,,,
2024-09-03T08:00:00.423199828Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.432458954Z,214.95,9.0,,,,,,,
2024-09-03T08:00:00.432461637Z,,,,,,,,214.74,215.0
2024-09-03T08:00:00.438706953Z,214.93,60.0,,,,,,,
2024-09-03T08:00:00.438707321Z,214.92,2.0,,,,,,,
2024-09-03T08:00:00.438707471Z,214.91,3.0,,,,,,,
2024-09-03T08:00:00.438707631Z,214.88,25.0,,,,,,,
2024-09-03T08:00:00.438720247Z,214.8,25.0,,,,,,,
2024-09-03T08:00:00.438723011Z,214.79,23.0,,,,,,,
2024-09-03T08:00:00.438723166Z,214.75,5.0,,,,,,,
2024-09-03T08:00:00.438729148Z,,,,,,,,214.74,214.98
2024-09-03T08:00:00.438753871Z,,,,,,,,214.74,214.96
2024-09-03T08:00:00.438763881Z,,,,,,,,214.63,214.96
2024-09-03T08:00:00.438765029Z,214.95,99.0,,,,,,,
2024-09-03T08:00:00.438774742Z,,,,,,,,214.63,214.95
2024-09-03T08:00:00.438794069Z,214.74,2.0,,,,,,,
2024-09-03T08:00:00.439200355Z,214.64,6.0,,,,,,,
2024-09-03T08:00:00.447067119Z,214.95,1.0,,,,,,,
2024-09-03T08:00:00.447071044Z,,,,,,,,214.63,214.96
2024-09-03T08:00:00.447071199Z,214.95,61.0,,,,,,,
2024-09-03T08:00:00.448721974Z,,,,,,,,214.63,215.0
2024-09-03T08:00:00.458153568Z,214.64,48.0,,,,,,,
2024-09-03T08:00:00.458190524Z,214.64,3.0,,,,,,,
2024-09-03T08:00:00.458295823Z,214.64,2.0,,,,,,,
2024-09-03T08:00:00.469343112Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.469403751Z,214.99,1.0,,,,,,,
2024-09-03T08:00:00.479580718Z,214.99,4.0,,,,,,,
2024-09-03T08:00:00.47961759Z,214.64,10.0,,,,,,,
2024-09-03T08:00:00.479680014Z,214.64,1.0,,,,,,,
2024-09-03T08:00:00.479680158Z,214.63,28.0,,,,,,,
2024-09-03T08:00:00.609924445Z,214.99,10.0,,,,,,,
2024-09-03T08:00:00.848865323Z,214.96,47.0,,,,,,,
2024-09-03T08:00:00.917009349Z,214.96,32.0,,,,,,,
2024-09-03T08:00:00.928885331Z,214.96,1.0,,,,,,,
2024-09-03T08:00:00.929805329Z,214.96,1.0,,,,,,,
2024-09-03T08:00:00.929918665Z,214.84,1.0,,,,,,,
2024-09-03T08:00:00.931626999Z,214.96,10.0,,,,,,,
2024-09-03T08:00:00.987616186Z,214.96,8.0,,,,,,,
2024-09-03T08:00:00Z,,,215.0,217.99,214.4,216.4,384093.0,,
2024-09-03T08:00:01.066566994Z,,,,,,,,214.63,215.0
2024-09-03T08:00:01.107863963Z,214.64,2.0,,,,,,,
2024-09-03T08:00:01.11121945Z,,,,,,,,214.8,215.0
2024-09-03T08:00:01.118771714Z,214.99,70.0,,,,,,,
2024-09-03T08:00:01.118771923Z,214.99,100.0,,,,,,,
2024-09-03T08:00:01.118775693Z,215.0,59.0,,,,,,,
2024-09-03T08:00:01.119261501Z,214.8,1.0,,,,,,,
2024-09-03T08:00:01.192270029Z,214.99,70.0,,,,,,,
2024-09-03T08:00:01.19227324Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.192275206Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.26026721Z,214.81,1.0,,,,,,,
2024-09-03T08:00:01.289387853Z,,,,,,,,214.8,215.0
2024-09-03T08:00:01.34244056Z,214.81,1.0,,,,,,,
2024-09-03T08:00:01.396157275Z,214.88,100.0,,,,,,,
2024-09-03T08:00:01.3961637Z,215.0,30.0,,,,,,,
2024-09-03T08:00:01.396166085Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.396172665Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396176969Z,215.0,10.0,,,,,,,
2024-09-03T08:00:01.396179158Z,215.0,16.0,,,,,,,
2024-09-03T08:00:01.396182848Z,215.0,64.0,,,,,,,
2024-09-03T08:00:01.39619025Z,215.0,5.0,,,,,,,
2024-09-03T08:00:01.39619038Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396195248Z,215.0,10.0,,,,,,,
2024-09-03T08:00:01.396205782Z,215.0,50.0,,,,,,,
2024-09-03T08:00:01.396206258Z,215.0,3.0,,,,,,,
2024-09-03T08:00:01.396211587Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.396219222Z,215.0,20.0,,,,,,,
2024-09-03T08:00:01.396219349Z,215.0,5.0,,,,,,,
2024-09-03T08:00:01.396223867Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396232659Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.396232854Z,215.0,10.0,,,,,,,
2024-09-03T08:00:01.396237983Z,215.01,14.0,,,,,,,
2024-09-03T08:00:01.396245098Z,215.02,1.0,,,,,,,
2024-09-03T08:00:01.396245187Z,215.1,100.0,,,,,,,
2024-09-03T08:00:01.396388676Z,214.88,100.0,,,,,,,
2024-09-03T08:00:01.39639516Z,214.89,1.0,,,,,,,
2024-09-03T08:00:01.396395474Z,215.0,104.0,,,,,,,
2024-09-03T08:00:01.396395612Z,215.0,3.0,,,,,,,
2024-09-03T08:00:01.396400298Z,,,,,,,,214.8,215.03
2024-09-03T08:00:01.396402487Z,215.0,20.0,,,,,,,
2024-09-03T08:00:01.396406361Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396406582Z,215.0,6.0,,,,,,,
2024-09-03T08:00:01.396407931Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396411831Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396415068Z,215.0,5.0,,,,,,,
2024-09-03T08:00:01.396416531Z,215.0,55.0,,,,,,,
2024-09-03T08:00:01.396418337Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.396422236Z,215.0,7.0,,,,,,,
2024-09-03T08:00:01.396425733Z,215.0,2.0,,,,,,,
2024-09-03T08:00:01.396425896Z,215.0,5.0,,,,,,,
2024-09-03T08:00:01.396427038Z,215.0,5.0,,,,,,,
2024-09-03T08:00:01.396430957Z,215.0,1.0,,,,,,,
2024-09-03T08:00:01.396739364Z,215.1,100.0,,,,,,,
2024-09-03T08:00:01.396745413Z,215.13,1.0,,,,,,,
2024-09-03T08:00:01.39702613Z,,,,,,,,214.8,215.23
2024-09-03T08:00:01.397026638Z,215.0,99.0,,,,,,,
2024-09-03T08:00:01.397026726Z,215.03,1.0,,,,,,,
2024-09-03T08:00:01.404028803Z,,,,,,,,214.9,215.23
2024-09-03T08:00:01.436688366Z,215.19,38.0,,,,,,,
2024-09-03T08:00:01.436707237Z,,,,,,,,214.96,215.23
2024-09-03T08:00:01.442864677Z,,,,,,,,214.96,215.23
2024-09-03T08:00:01.446689917Z,,,,,,,,214.96,215.23
2024-09-03T08:00:01.566595962Z,214.96,34.0,,,,,,,
2024-09-03T08:00:01.63748178Z,214.96,28.0,,,,,,,
2024-09-03T08:00:01.637502253Z,,,,,,,,214.96,215.16
2024-09-03T08:00:01.637509526Z,,,,,,,,214.96,215.16
2024-09-03T08:00:01.637520463Z,,,,,,,,214.96,215.23
2024-09-03T08:00:01.637539772Z,,,,,,,,214.96,215.21
2024-09-03T08:00:01.641820809Z,,,,,,,,214.96,215.23
2024-09-03T08:00:01.641822287Z,215.09,25.0,,,,,,,
2024-09-03T08:00:01.642630553Z,215.16,12.0,,,,,,,
2024-09-03T08:00:01.650376264Z,,,,,,,,215.07,215.23
2024-09-03T08:00:01.670218352Z,215.11,10.0,,,,,,,
2024-09-03T08:00:01.670534341Z,215.11,90.0,,,,,,,
2024-09-03T08:00:01.670534533Z,215.07,10.0,,,,,,,
2024-09-03T08:00:01.7573094Z,215.07,37.0,,,,,,,
2024-09-03T08:00:01.757329032Z,,,,,,,,215.07,215.18
2024-09-03T08:00:01.757332568Z,,,,,,,,214.9,215.18
2024-09-03T08:00:01.757347027Z,,,,,,,,214.9,215.23
2024-09-03T08:00:01.757369349Z,,,,,,,,214.9,215.21
2024-09-03T08:00:01.762925296Z,,,,,,,,214.9,215.23
2024-09-03T08:00:01.762925656Z,215.14,25.0,,,,,,,
2024-09-03T08:00:01.816949113Z,214.93,11.0,,,,,,,
2024-09-03T08:00:02.035160028Z,215.1,70.0,,,,,,,
2024-09-03T08:00:02.035162028Z,215.11,1.0,,,,,,,
2024-09-03T08:00:02.412933862Z,215.2,23.0,,,,,,,
2024-09-03T08:00:02.416906934Z,215.18,50.0,,,,,,,
2024-09-03T08:00:02.417010693Z,215.23,100.0,,,,,,,
2024-09-03T08:00:02.417011757Z,,,,,,,,214.9,215.34
2024-09-03T08:00:02.569223121Z,,,,,,,,214.9,215.27
2024-09-03T08:00:02.587421554Z,,,,,,,,214.9,215.27
2024-09-03T08:00:02.609709787Z,,,,,,,,214.9,215.27
2024-09-03T08:00:02.619295428Z,,,,,,,,214.9,215.27
2024-09-03T08:00:02.619318855Z,,,,,,,,214.9,215.27
2024-09-03T08:00:02.619329601Z,,,,,,,,214.9,215.34
2024-09-03T08:00:02.620856633Z,,,,,,,,214.9,215.25
2024-09-03T08:00:02.686091478Z,214.98,12.0,,,,,,,
2024-09-03T08:00:02.967208336Z,214.93,14.0,,,,,,,
2024-09-03T08:00:02.967211202Z,214.91,2.0,,,,,,,
2024-09-03T08:00:03.528971153Z,215.16,70.0,,,,,,,
2024-09-03T08:00:03.528971283Z,215.17,20.0,,,,,,,
2024-09-03T08:00:03.663446263Z,215.24,1.0,,,,,,,
2024-09-03T08:00:03.66358841Z,214.91,2.0,,,,,,,
2024-09-03T08:00:03.915683205Z,214.91,2.0,,,,,,,
2024-09-03T08:00:04.424420471Z,214.91,1.0,,,,,,,
2024-09-03T08:00:04.441722307Z,214.91,37.0,,,,,,,
2024-09-03T08:00:04.562279632Z,214.91,9.0,,,,,,,
2024-09-03T08:00:04.563629074Z,215.07,70.0,,,,,,,
2024-09-03T08:00:04.563629752Z,215.08,1.0,,,,,,,
2024-09-03T08:00:04.680488942Z,214.95,1.0,,,,,,,
2024-09-03T08:00:04.876995391Z,,,,,,,,215.2,215.25
2024-09-03T08:00:04.898867566Z,215.2,15.0,,,,,,,
2024-09-03T08:00:04.899177858Z,215.2,4.0,,,,,,,
2024-09-03T08:00:04.899496648Z,215.2,10.0,,,,,,,
2024-09-03T08:00:04.928491584Z,215.25,6.0,,,,,,,
2024-09-03T08:00:04.938259974Z,215.2,3.0,,,,,,,
2024-09-03T08:00:04.998844464Z,,,,,,,,215.2,215.24
2024-09-03T08:00:05.028238302Z,,,,,,,,215.2,215.24
2024-09-03T08:00:05.029140978Z,,,,,,,,215.2,215.24
2024-09-03T08:00:05.04279723Z,,,,,,,,215.2,215.24
2024-09-03T08:00:05.042819549Z,,,,,,,,215.2,215.34
2024-09-03T08:00:05.063097826Z,,,,,,,,215.2,215.34
2024-09-03T08:00:05.063110861Z,,,,,,,,215.2,215.34
2024-09-03T08:00:05.06339124Z,,,,,,,,215.2,215.41
2024-09-03T08:00:05.06633133Z,215.2,69.0,,,,,,,
2024-09-03T08:00:05.066331694Z,,,,,,,,215.19,215.41
2024-09-03T08:00:05.2471253Z,,,,,,,,215.24,215.41
2024-09-03T08:00:05.251486191Z,215.24,100.0,,,,,,,
2024-09-03T08:00:05.251486521Z,,,,,,,,215.19,215.41
2024-09-03T08:00:05.25824407Z,215.25,24.0,,,,,,,
2024-09-03T08:00:05.258297928Z,,,,,,,,215.21,215.41
2024-09-03T08:00:05.26825038Z,,,,,,,,215.19,215.41
2024-09-03T08:00:05.445235253Z,215.25,3.0,,,,,,,
2024-09-03T08:00:05.473188824Z,,,,,,,,214.86,215.41
2024-09-03T08:00:05.474791267Z,215.24,1.0,,,,,,,
2024-09-03T08:00:05.477974353Z,215.3,1.0,,,,,,,
2024-09-03T08:00:05.477983699Z,215.34,50.0,,,,,,,
2024-09-03T08:00:05.477984884Z,,,,,,,,214.86,215.59
2024-09-03T08:00:05.477985192Z,215.41,50.0,,,,,,,
2024-09-03T08:00:05.478244027Z,215.39,1.0,,,,,,,
2024-09-03T08:00:05.482014552Z,215.4,1.0,,,,,,,
2024-09-03T08:00:05.48679862Z,215.46,5.0,,,,,,,
2024-09-03T08:00:05.486802738Z,215.5,50.0,,,,,,,
2024-09-03T08:00:05.487070333Z,215.48,3.0,,,,,,,
2024-09-03T08:00:05.489207314Z,,,,,,,,215.1,215.59
2024-09-03T08:00:05.530813038Z,215.26,50.0,,,,,,,
2024-09-03T08:00:05.590715839Z,215.26,2.0,,,,,,,
2024-09-03T08:00:05.729376612Z,,,,,,,,214.7,215.59
2024-09-03T08:00:05.740545344Z,,,,,,,,215.0,215.59
2024-09-03T08:00:06.555499401Z,,,,,,,,215.1,215.59
2024-09-03T08:00:06.725902213Z,215.49,1.0,,,,,,,
2024-09-03T08:00:06.737082609Z,215.49,2.0,,,,,,,
2024-09-03T08:00:06.737101688Z,,,,,,,,215.3,215.59
2024-09-03T08:00:06.739199113Z,,,,,,,,215.3,215.59
2024-09-03T08:00:06.747075538Z,,,,,,,,215.3,215.59
2024-09-03T08:00:06.772927185Z,215.31,50.0,,,,,,,
2024-09-03T08:00:07.022504553Z,215.3,100.0,,,,,,,
2024-09-03T08:00:07.022504789Z,215.3,100.0,,,,,,,
2024-09-03T08:00:07.022591785Z,,,,,,,,215.1,215.59
2024-09-03T08:00:07.0226328Z,,,,,,,,215.0,215.59
2024-09-03T08:00:07.023206708Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.11283306Z,214.99,2.0,,,,,,,
2024-09-03T08:00:07.127095265Z,,,,,,,,215.07,215.59
2024-09-03T08:00:07.16761832Z,,,,,,,,215.25,215.59
2024-09-03T08:00:07.207766587Z,215.29,100.0,,,,,,,
2024-09-03T08:00:07.207767077Z,215.25,23.0,,,,,,,
2024-09-03T08:00:07.207767204Z,215.25,100.0,,,,,,,
2024-09-03T08:00:07.207867215Z,,,,,,,,215.07,215.59
2024-09-03T08:00:07.207882354Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.207946518Z,215.25,31.0,,,,,,,
2024-09-03T08:00:07.208414277Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.244016755Z,215.24,20.0,,,,,,,
2024-09-03T08:00:07.311338332Z,,,,,,,,215.01,215.59
2024-09-03T08:00:07.399447868Z,,,,,,,,215.02,215.59
2024-09-03T08:00:07.401753188Z,,,,,,,,215.05,215.59
2024-09-03T08:00:07.452502206Z,,,,,,,,215.06,215.59
2024-09-03T08:00:07.457550178Z,,,,,,,,215.1,215.59
2024-09-03T08:00:07.487120866Z,215.11,70.0,,,,,,,
2024-09-03T08:00:07.487129222Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.48712975Z,215.1,200.0,,,,,,,
2024-09-03T08:00:07.492929602Z,215.2,49.0,,,,,,,
2024-09-03T08:00:07.49295779Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.502927747Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.577163875Z,,,,,,,,214.7,215.59
2024-09-03T08:00:07.592005045Z,,,,,,,,214.71,215.59
2024-09-03T08:00:07.622063253Z,,,,,,,,214.81,215.59
2024-09-03T08:00:07.629042605Z,,,,,,,,214.8,215.59
2024-09-03T08:00:07.629067547Z,,,,,,,,214.85,215.59
2024-09-03T08:00:07.785375165Z,215.21,47.0,,,,,,,
2024-09-03T08:00:07.785378862Z,214.95,53.0,,,,,,,
2024-09-03T08:00:07.785544233Z,,,,,,,,214.71,215.59
2024-09-03T08:00:07.785820697Z,,,,,,,,214.81,215.59
2024-09-03T08:00:07.786336826Z,,,,,,,,214.85,215.59
2024-09-03T08:00:07.803077162Z,214.87,8.0,,,,,,,
2024-09-03T08:00:07.821322858Z,,,,,,,,214.85,215.59
2024-09-03T08:00:07.893535858Z,,,,,,,,214.85,215.59
2024-09-03T08:00:07.962175239Z,215.49,100.0,,,,,,,
2024-09-03T08:00:07.962177448Z,215.53,100.0,,,,,,,
2024-09-03T08:00:08.127863906Z,,,,,,,,214.86,215.59
2024-09-03T08:00:08.257376095Z,215.19,8.0,,,,,,,
2024-09-03T08:00:08.41216464Z,215.11,62.0,,,,,,,
2024-09-03T08:00:08.861678603Z,215.01,7.0,,,,,,,
2024-09-03T08:00:08.892326037Z,215.01,100.0,,,,,,,
2024-09-03T08:00:08.892326942Z,,,,,,,,214.86,215.0
2024-09-03T08:00:08.895598218Z,215.0,2.0,,,,,,,
2024-09-03T08:00:08.895598515Z,,,,,,,,214.86,215.0
2024-09-03T08:00:08.895631681Z,215.19,2.0,,,,,,,
2024-09-03T08:00:08.901709054Z,214.99,100.0,,,,,,,
2024-09-03T08:00:08.901709784Z,215.0,300.0,,,,,,,
2024-09-03T08:00:08.901710057Z,,,,,,,,214.86,215.0
2024-09-03T08:00:08.902337468Z,,,,,,,,214.85,215.0
2024-09-03T08:00:08.902350679Z,,,,,,,,214.82,215.0
2024-09-03T08:00:08.906136905Z,215.0,100.0,,,,,,,
2024-09-03T08:00:08.906139963Z,,,,,,,,214.82,215.0
2024-09-03T08:00:08.911927383Z,215.0,250.0,,,,,,,
2024-09-03T08:00:08.911927972Z,,,,,,,,214.82,215.0
2024-09-03T08:00:08.966930294Z,215.0,50.0,,,,,,,
2024-09-03T08:00:08.966932787Z,,,,,,,,214.82,215.0
2024-09-03T08:00:09.259092045Z,214.9,5.0,,,,,,,
2024-09-03T08:00:09.454112839Z,215.0,18.0,,,,,,,
2024-09-03T08:00:09.670273012Z,214.9,19.0,,,,,,,
2024-09-03T08:00:10.155840163Z,215.0,19.0,,,,,,,
2024-09-03T08:00:10.375210914Z,215.0,100.0,,,,,,,
2024-09-03T08:00:10.375212734Z,,,,,,,,214.82,215.0
2024-09-03T08:00:10.799601162Z,215.0,1.0,,,,,,,
2024-09-03T08:00:11.186181139Z,,,,,,,,214.82,215.0
2024-09-03T08:00:11.186182281Z,214.86,1.0,,,,,,,
2024-09-03T08:00:11.186185601Z,214.82,69.0,,,,,,,
2024-09-03T08:00:11.186304032Z,,,,,,,,214.8,215.0
2024-09-03T08:00:11.232169924Z,214.8,200.0,,,,,,,
2024-09-03T08:00:11.232172255Z,,,,,,,,214.71,215.0
2024-09-03T08:00:11.249474934Z,214.8,23.0,,,,,,,
2024-09-03T08:00:11.24949147Z,,,,,,,,214.71,214.96
2024-09-03T08:00:11.259491092Z,,,,,,,,214.71,215.0
2024-09-03T08:00:11.270161052Z,,,,,,,,214.7,215.0
2024-09-03T08:00:11.270161655Z,214.71,100.0,,,,,,,
2024-09-03T08:00:11.270161788Z,214.71,91.0,,,,,,,
2024-09-03T08:00:11.270208177Z,,,,,,,,214.7,214.94
2024-09-03T08:00:11.28016753Z,,,,,,,,214.7,214.94
2024-09-03T08:00:11.281672424Z,,,,,,,,214.7,215.0
2024-09-03T08:00:11.284919834Z,214.7,128.0,,,,,,,
2024-09-03T08:00:11.284920228Z,,,,,,,,214.7,215.0
2024-09-03T08:00:11.303835431Z,,,,,,,,214.7,215.0
2024-09-03T08:00:11.38708263Z,,,,,,,,214.81,215.0
2024-09-03T08:00:11.503255309Z,214.99,12.0,,,,,,,
2024-09-03T08:00:11.50326022Z,215.0,38.0,,,,,,,
2024-09-03T08:00:11.59432878Z,214.81,5.0,,,,,,,
2024-09-03T08:00:11.706514397Z,,,,,,,,214.81,215.0
2024-09-03T08:00:11.770592641Z,215.0,3.0,,,,,,,
2024-09-03T08:00:11.878399812Z,,,,,,,,214.8,215.0
2024-09-03T08:00:11.878400085Z,214.81,9.0,,,,,,,
2024-09-03T08:00:11.976700041Z,214.81,91.0,,,,,,,
2024-09-03T08:00:11.976702482Z,214.8,21.0,,,,,,,
2024-09-03T08:00:11.976719862Z,,,,,,,,214.8,214.95
2024-09-03T08:00:11.976763621Z,,,,,,,,214.8,215.0
2024-09-03T08:00:11.976771165Z,214.8,179.0,,,,,,,
2024-09-03T08:00:11.976771754Z,,,,,,,,214.7,215.0
2024-09-03T08:00:11.977597967Z,,,,,,,,214.63,215.0
2024-09-03T08:00:11.977598955Z,214.7,79.0,,,,,,,
2024-09-03T08:00:12.030458294Z,,,,,,,,214.7,215.0
2024-09-03T08:00:12.11059664Z,,,,,,,,214.7,215.0
2024-09-03T08:00:12.110872951Z,,,,,,,,214.71,215.0
2024-09-03T08:00:12.114160144Z,,,,,,,,214.71,215.0
2024-09-03T08:00:12.527679628Z,214.89,100.0,,,,,,,
2024-09-03T08:00:12.527684579Z,214.9,2.0,,,,,,,
2024-09-03T08:00:12.551013725Z,214.99,11.0,,,,,,,
2024-09-03T08:00:12.55101604Z,215.0,9.0,,,,,,,
2024-09-03T08:00:12.922900336Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.194891474Z,,,,,,,,214.71,214.82
2024-09-03T08:00:13.19495744Z,214.82,100.0,,,,,,,
2024-09-03T08:00:13.194960567Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.1949734Z,214.82,39.0,,,,,,,
2024-09-03T08:00:13.333031896Z,214.9,24.0,,,,,,,
2024-09-03T08:00:13.389316627Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.60039655Z,215.0,300.0,,,,,,,
2024-09-03T08:00:13.600397369Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.600483545Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.600484116Z,215.0,193.0,,,,,,,
2024-09-03T08:00:13.600580957Z,215.0,29.0,,,,,,,
2024-09-03T08:00:13.60064739Z,215.0,75.0,,,,,,,
2024-09-03T08:00:13.600648674Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.601251762Z,,,,,,,,214.71,215.0
2024-09-03T08:00:13.601251863Z,215.0,75.0,,,,,,,
